Token,FileSize,ChunkSize,StartTime,ElapsedTime,UploadRate
1b5c8bc2cb71a6148516952005b57d08,10485760,1480,1399888800.1451004,113.861313501,89.93397041665136 KB/s
f92bde251e0b475e66d19a1c7300a4ff,10485760,1480,1399888800.3251903,114.103231515,89.74329529531204 KB/s
70f0a6483014a5f46d8a2414309ba598,10485760,1480,1399888800.229995,114.954663025,89.07859612248208 KB/s
734e239f41a8b50012bf8a4f103e8e5a,10485760,1480,1399888800.2331023,117.498830525,87.14980357035346 KB/s
f93372fbc8b51633dd85378f2c507097,10485760,1480,1399888800.1850739,119.870015639,85.42586688933734 KB/s
52b8efbf09e336fa847caacd7ab0c168,10485760,1480,1399888800.2020824,121.096569435,84.5606118139989 KB/s
cab007013bda64a570dc3bb22c726b12,10485760,1480,1399888800.32519,122.097484279,83.86741185101728 KB/s
0831cb37f49d2cce2e40c50777b74734,10485760,1480,1399888800.3286712,126.179067994,81.15450655006366 KB/s
6d2f6d8536e5ffa72f04c8fc1f8f35d3,10485760,1480,1399888934.4970975,93.46019131,109.5653652797985 KB/s
43aa452457e89da54f39b29b581299d2,10485760,1480,1399888934.4916484,93.90206148,109.04978909521593 KB/s
6b22493eabc9e2b3adb004e7e9b62db3,10485760,1480,1399888934.4916723,97.766581522,104.73926612331982 KB/s
408532fed2c1bbce318b50aedfd8c92a,10485760,1480,1399888934.5970654,114.906105947,89.11623899884972 KB/s
579da200ecb3b119af4e35ad7597598f,10485760,1480,1399888934.6608078,117.341044674,87.26699194172882 KB/s
d0aad1a3d64afa550172929f6a3f1ba3,10485760,1480,1399888934.6501849,120.645611757,84.87668843376612 KB/s
0c403d58ccfd2e86872b6acad5723020,10485760,1480,1399888934.596141,121.950970993,83.96817111515887 KB/s
d8906504194dc1d28ee738ead49a75ea,10485760,1480,1399888934.6259665,122.735027938,83.43176493325744 KB/s
fa0d7024b35f33a0bb8be8615b27ca9b,10485760,1480,1399888934.6160228,123.512588673,82.90652888112025 KB/s
152dbab0818f55159e7073793b7f1fc0,10485760,1480,1399888934.5746734,123.973250642,82.5984633537621 KB/s
6fce93a1aa8a342c9835d08ba33a0f66,10485760,1480,1399889068.8404305,86.895106801,117.84322934835448 KB/s
8f5adfc866bff6ae7460110962e85453,10485760,1480,1399889068.9210744,103.925234628,98.53237316859608 KB/s
f6eec8d713786d191e0c2dc7ddbabedb,10485760,1480,1399889069.0017622,113.272452443,90.40150344721181 KB/s
1d6cf8b6a620116e6c8da5ef3f83cbf2,10485760,1480,1399889069.0102656,114.919486296,89.10586298327739 KB/s
7cc0a632495c3921c2c48b3d9831deca,10485760,1480,1399889069.046457,115.544246493,88.62405797609635 KB/s
3337861fdb7272d3869ee651c67ee54b,10485760,1480,1399889068.9274998,116.535427327,87.87027460127142 KB/s
32f5e99a402cb1e6791611abc2a07ca4,10485760,1480,1399889069.103461,120.015046615,85.32263485968734 KB/s
af2d7274ed9e929c7d64e7296f252079,10485760,1480,1399889069.0040853,121.870339424,84.02372594018911 KB/s
144f8de3f5dccfaf7d10fc8abad54811,10485760,1480,1399889068.949081,122.340661929,83.70070783124216 KB/s
939f2c65b60e2eea636a02d449dbede1,10485760,1480,1399889069.0490768,123.707752993,82.77573355147297 KB/s
880540ff9b76841cbdfe655d0ce938c7,10485760,1480,1399889203.2443597,87.463409405,117.07753070296633 KB/s
6770a8cb4762963b16ceb38554a5c8b2,10485760,1480,1399889203.249829,101.026993473,101.35904918062018 KB/s
016885da488bca2494b75346d73c9d0a,10485760,1480,1399889203.3891368,113.020545071,90.60299606206276 KB/s
b7919bb2f75fb85267c0fe8490624b44,10485760,1480,1399889203.3138542,115.308934102,88.8049142050164 KB/s
7615339745d1cde735db0f3c3012cead,10485760,1480,1399889203.3103063,115.843876229,88.39483219430247 KB/s
420a3e1b58d3366cc22c49870794677f,10485760,1480,1399889203.342068,116.519361634,87.88239015731098 KB/s
3ad9f8af7a1197dd2617bfb5affcce4e,10485760,1480,1399889203.4250782,122.28243235,83.74056520801616 KB/s
ba85af9b2380f4262ff71b1b306e24f3,10485760,1480,1399889203.385084,123.27754834,83.0645980382254 KB/s
fb56144a58403250c108abd74d092dc3,10485760,1480,1399889203.3970816,124.139584276,82.48779033473618 KB/s
8ab8ce2bca7c5ebdbee70b921be88621,10485760,1480,1399889203.4060178,126.308520848,81.07133177755159 KB/s
e3bc828c58f10c8101f7a758c369ad6b,10485760,1480,1399889337.6410654,86.50129992,118.37972388242002 KB/s
2a9bc43fa261eed341459f557cba089e,10485760,1480,1399889337.6443665,93.473617833,109.5496273429235 KB/s
e1aaab5f20fab499569c4cc6316f3cf7,10485760,1480,1399889337.869931,114.32268757,89.57102231987005 KB/s
be65d222fd8ecad20f513142cec05e06,10485760,1480,1399889337.7841098,114.96510111,89.07050836411864 KB/s
f836645d63054a88966b86b8b0b86b3f,10485760,1480,1399889337.8050678,116.09282753,88.20527691388895 KB/s
6239c0263c2feb22c748734394fe2efb,10485760,1480,1399889337.8103814,116.689047024,87.75459446415643 KB/s
de36ea803922909a1e4e83dd172a8a75,10485760,1480,1399889337.7010503,117.293521526,87.30234941177156 KB/s
11af84d6d2cb5bc6a2dbe42cf9ca3334,10485760,1480,1399889337.8173745,117.688818861,87.00911521675026 KB/s
7dc34bfd86524888d325d061803422c7,10485760,1480,1399889337.8849936,118.476637011,86.43054241191253 KB/s
0bcd99fe952246dc43c02ecc8afcc983,10485760,1480,1399889337.7570775,129.217302388,79.24635331925144 KB/s
a4d43c89cbb9c4b9378290fdbd16a284,15728640,1480,1399890134.7004728,131.139643946,117.12705279514759 KB/s
55e8f322a74eb187818a3df68b19738c,15728640,1480,1399890134.9330554,163.139118743,94.1527704596545 KB/s
e72eb229eb2d1279f87fc6d27cb72e72,15728640,1480,1399890134.761076,167.130556247,91.90419959650983 KB/s
8c327303bc21c9b085fd9146742c81a0,15728640,1480,1399890134.8279164,171.357414666,89.63720671170738 KB/s
ff8daa6058520b4e891e606cf0656732,15728640,1480,1399890134.8410707,171.666854703,89.4756301475568 KB/s
4f583d550b31debf172e35a1d5ab83c8,15728640,1480,1399890134.8839545,172.422871724,89.08330922934049 KB/s
d7e870a247d0b60eb3e1c533e862970a,15728640,1480,1399890134.7810545,182.530288994,84.15041736171744 KB/s
dfa27da64418c0ea418ee52f49ac7e92,15728640,1480,1399890134.9010818,184.427504953,83.2847573571761 KB/s
c1b28376a5d10abf9bf41f765395ed86,15728640,1480,1399890134.9050555,187.903489956,81.74409109483139 KB/s
fd38aba3c20510491700d73da4824657,15728640,1480,1399890134.9570475,190.16573669,80.77164828614322 KB/s
fa55fc4f5b3daefb46f979cf93d7fc68,15728640,1480,1399890334.9411001,130.830517001,117.40380113213644 KB/s
f97854d074200cfa56dd644e179055a7,15728640,1480,1399890334.9850934,159.823668198,96.10591580823329 KB/s
bf8155b25746e49d6d9660542a89f202,15728640,1480,1399890335.0570886,170.273231685,90.20795487346776 KB/s
3d5a03f2c7fa94002a471b19e43cae49,15728640,1480,1399890335.1859417,172.511530102,89.03752688830812 KB/s
2b2b6adff72468b8e55b98d57e1e7dec,15728640,1480,1399890335.1745582,174.96002032,87.79148500272647 KB/s
393a8b1ca4d776dc4e955f9ffff231f1,15728640,1480,1399890335.15308,177.981106002,86.30129537360779 KB/s
83a02c2aa0489e35b06bac253251e2a6,15728640,1480,1399890335.1491308,179.729439165,85.46179229936173 KB/s
af89b862320ad46b199368e17993feb9,15728640,1480,1399890335.2282994,182.772583457,84.0388624457654 KB/s
b3e334991bc02e26c728fa4a1c00f212,15728640,1480,1399890335.1263971,185.181119044,82.9458212548677 KB/s
98abbf3cf41f834a25b0cac67bfcf632,15728640,1480,1399890335.251219,187.54285282,81.90128159531747 KB/s
e37f81b5102b77c76b7c7afc4b372f58,15728640,1480,1399890535.2131095,118.828100264,129.26235432422752 KB/s
4b1f405827f9ab0c276e1f7e1264f10e,15728640,1480,1399890535.3651514,159.641043299,96.21585829423238 KB/s
480c813653b41b10eae86d3ce7a74241,15728640,1480,1399890535.6298752,171.738513359,89.43829604424053 KB/s
2ba96da72ac5ce9b3ffa1073862f548c,15728640,1480,1399890535.4930892,172.510324486,89.03814914130855 KB/s
cfcd3e5c2fedfd3f9e48af571247b211,15728640,1480,1399890535.4091115,176.303132195,87.12267223370189 KB/s
84bbdb5323f51731e8e58dab79593d46,15728640,1480,1399890535.6147048,177.107043915,86.72721118518479 KB/s
9517a5cc7a7d9d750114c5f1ab1e9150,15728640,1480,1399890535.337107,180.927050275,84.89609473350488 KB/s
e095d42a0b09853e64eaff4fdb3eaeac,15728640,1480,1399890535.41659,181.090710154,84.81937028651451 KB/s
73326704fcccc2b27be0824e7f10e498,15728640,1480,1399890535.4862554,182.66327291,84.0891535298835 KB/s
b25d78519fb00e491f4d9fbf64aaf48f,15728640,1480,1399890535.6564164,191.510140879,80.20463004987688 KB/s
715ab6494936643c8aac733ad3a43277,15728640,1480,1399890735.4770482,134.194848895,114.46042919291443 KB/s
d49d610f2f269722a4b6e661d328669f,15728640,1480,1399890735.4963315,151.413701818,101.4439236051622 KB/s
f745635cbfb16feb1be4be504a403916,15728640,1480,1399890735.5450583,154.604229886,99.35045122197467 KB/s
55837db5346b1efdb787290eec23e8eb,15728640,1480,1399890735.593059,169.610176675,90.56060373919777 KB/s
ae00361bd51d9a49860b3d23b6aff12a,15728640,1480,1399890735.7250636,178.942576812,85.83759255986051 KB/s
040b7c58a8f921ca9dc8f49e3653f674,15728640,1480,1399890735.661411,179.303055607,85.66502086649518 KB/s
bb4a2aa8800525561ad6057e2be281e4,15728640,1480,1399890735.625067,182.810947348,84.02122642448 KB/s
bde476e7cee4c1afb970ac4f5fab6413,15728640,1480,1399890735.701066,183.348546391,83.77486651704359 KB/s
f1457d1f11bbdbd678f03af6448ac615,15728640,1480,1399890735.6330583,185.799091287,82.66994145990589 KB/s
02281a9e9cd7120d58ed07ef26611311,15728640,1480,1399890735.6875622,195.010486999,78.76499482860511 KB/s
08a18a2bb66efa604a9c44e25fc6bb05,15728640,1480,1399890935.8170607,117.002310859,131.27945839044497 KB/s
9c819584186d6aac977770e54152bafe,15728640,1480,1399890935.8204653,144.468714362,106.3205972852499 KB/s
8f4c1d8abca551578a59aef8c091aff3,15728640,1480,1399890935.9686651,165.664444193,92.71754162350923 KB/s
93900b13a04ac365018b978f59dda8dd,15728640,1480,1399890935.9960096,174.724149607,87.91000004606478 KB/s
d8e42eb02ad4476ce1acc2c04d9fb5a1,15728640,1480,1399890935.9410627,177.734801813,86.42089136915745 KB/s
0a5cd9693ccafc0f1d3f6b549a1210be,15728640,1480,1399890935.9050744,179.558066613,85.54335814444516 KB/s
c24548a8696d423787cf5a1286246f8c,15728640,1480,1399890936.0170588,182.154813624,84.3238764565716 KB/s
f090c4ea6d36b235d6fb304358f5930f,15728640,1480,1399890936.0330424,183.369437544,83.76532210453188 KB/s
99958e4c7887230fa30c9ad7e73105ec,15728640,1480,1399890935.977063,185.916118436,82.6179038655411 KB/s
eadc57e62f03ee2548595aeb116a62c8,15728640,1480,1399890935.900368,189.140712031,81.20938022842226 KB/s
8a319fa3e5acf5d7b75556a75ec1c229,20971520,1480,1399892127.901078,192.737480478,106.25852298789226 KB/s
23ddd49d793b1bf58b8b88b7217879a9,20971520,1480,1399892127.9770703,208.485573986,98.23221630372973 KB/s
8f010b0bba61135a717fe61f34b1fa47,20971520,1480,1399892128.0650742,219.382053093,93.35312397371976 KB/s
1938f43586b4c0e31c1c65f4e76cdb28,20971520,1480,1399892128.1043048,224.360771314,91.28155461427609 KB/s
6180d5eaf535b6f1aa27053a3570ed76,20971520,1480,1399892127.9732687,232.27443497,88.17156310226369 KB/s
eb35762054191d7e2164956066fd1347,20971520,1480,1399892128.0578759,238.763493449,85.77525694636621 KB/s
7be147d57885cd417438b5161330365b,20971520,1480,1399892128.0242584,240.03866065,85.31958953837797 KB/s
d4bdda3db25341144707efe058cb98bc,20971520,1480,1399892128.117071,245.507161065,83.41915531570892 KB/s
5699c98263a6da51df3660a657d34343,20971520,1480,1399892128.0801299,254.781479483,80.38260882053832 KB/s
84249f63f86e4850041831533f510dbf,20971520,1480,1399892127.9010851,260.776166031,78.5347844924042 KB/s
e252bfb3a04b716fd2a809ef80531f51,20971520,1480,1399892394.149104,148.276122853,138.12068730920177 KB/s
dfac0510a35cce915f1f2487b39c18a3,20971520,1480,1399892394.2770915,209.682545979,97.67145808145186 KB/s
7e6e523865ab1a3c7cb4571ca3345c39,20971520,1480,1399892394.32109,229.552319495,89.21713378917126 KB/s
572754ab204ecf4e1178cfdcfd9b1dab,20971520,1480,1399892394.4491034,232.879560294,87.94245391972107 KB/s
ffb4b6c663735ee7a7b111ac20586a12,20971520,1480,1399892394.1970732,235.082228782,87.11845257768006 KB/s
ae1883e22f4133fa7ef8fe961ff66bef,20971520,1480,1399892394.3810828,237.824232112,86.11401713831764 KB/s
18f515d4e98d31ebee9a45086c88badb,20971520,1480,1399892394.4309802,239.558943442,85.49044216735096 KB/s
6a124b827e14a9920f9183890eeebf64,20971520,1480,1399892394.4040918,240.584524774,85.12600724937931 KB/s
c38ef1f617b81d8d800d50d6acd37cdf,20971520,1480,1399892394.4250655,243.102371106,84.24434491044146 KB/s
6869d7bcc60bf4ec7003840ab566d1e7,20971520,1480,1399892394.3491073,245.18330116,83.52934275338477 KB/s
b1ba1d8ba5d5e6b0469ed1695859af5b,20971520,1480,1399892660.3804762,157.769767257,129.8094074426755 KB/s
3c57a5d449db2ddf9b141c7e83dd0212,20971520,1480,1399892660.4810774,209.681677099,97.67186281293661 KB/s
6ffd7ff133f828242e7fe8dfddbe6733,20971520,1480,1399892660.513082,213.51062376,95.92028555460017 KB/s
916620996ecec86b24a4d45250d50899,20971520,1480,1399892660.4410634,222.894567383,91.8820061002617 KB/s
b9a103068271e567027fd59eaa2a8c56,20971520,1480,1399892660.4051208,228.316466671,89.70005667401693 KB/s
b864147678171c48995537e423e75375,20971520,1480,1399892660.627858,237.903676955,86.08526048075262 KB/s
acadd4eb54db6b9108eea1838b833f8f,20971520,1480,1399892660.5690906,242.676310611,84.39225051854602 KB/s
14dbf9b17dd580f448e71d98ddcea1c3,20971520,1480,1399892660.5402503,249.217395411,82.17724916924499 KB/s
4e6272481a692c00520343941b8f78fb,20971520,1480,1399892660.5570471,250.442606442,81.77522303794967 KB/s
3019a937099dc523e1bcc2f8a86bb148,20971520,1480,1399892660.6010923,251.392461286,81.46624562739235 KB/s
cb58529d400cb69557ff2a13566d5822,20971520,1480,1399892926.4933887,172.006252194,119.06543941729109 KB/s
fcab99f27345a5fe2daa325318ed6ed6,20971520,1480,1399892926.6410978,221.629933477,92.4062904261321 KB/s
abc482973c8a8af602c869fc23a6e897,20971520,1480,1399892926.6100554,222.991574247,91.84203514934164 KB/s
25669cd1906c9b9ac1ab8c951f992a32,20971520,1480,1399892926.6451056,228.933897036,89.45813732764749 KB/s
40c8d5a958ba99fb2c86d493cea4e151,20971520,1480,1399892926.613442,229.046292874,89.41423911744424 KB/s
107412944c9efa7e7a6e4cc7acd9637a,20971520,1480,1399892926.7811067,235.434187013,86.98821636667896 KB/s
bf519358a01bc3e7ad8d5d08e8cecf20,20971520,1480,1399892926.7242675,236.294496338,86.67150660464402 KB/s
8a32b39e14b866a89c8ed9f6dd776fba,20971520,1480,1399892926.764501,236.938197829,86.43604192001393 KB/s
ed665e8e0ed0891d2e44243b75c6edda,20971520,1480,1399892926.8371038,249.61373477,82.04676725369602 KB/s
7d8fe866b614fad18cdc47b6b7145d3d,20971520,1480,1399892926.8410926,260.331909764,78.66880406080774 KB/s
a655f19b38122580505a827489b7841d,20971520,1480,1399893192.6930947,163.784694051,125.04220933869955 KB/s
032317e0e5c89a240ea028b01addba57,20971520,1480,1399893192.857147,227.117872138,90.17344080943161 KB/s
67c1015f5fd26c9a2980d6d9658d383d,20971520,1480,1399893192.8004222,229.533204753,89.22456348761595 KB/s
d11d13c90ee5842d6297cff3e09f4df6,20971520,1480,1399893192.8530886,231.901219557,88.31346397885645 KB/s
1ffe63621b7d001412f0e470443c72c2,20971520,1480,1399893192.9651167,234.899469697,87.18623344027736 KB/s
3290fefbf08a4363b3301097c022679e,20971520,1480,1399893192.9401228,237.302311731,86.30341546447141 KB/s
bc3a7e486a0e3b9e77fdc9533c5789f6,20971520,1480,1399893192.9370704,238.687780739,85.80246519780769 KB/s
11124725705dc5489bb783421b88f05b,20971520,1480,1399893192.8571124,240.317350024,85.2206467737544 KB/s
7b475be9bebcfda98cdfa8dc3223afd6,20971520,1480,1399893192.9251091,242.445571064,84.47256804948503 KB/s
13c46dc50d61dab9fbd432758ed7fa67,20971520,1480,1399893192.8811016,253.607370461,80.7547507896638 KB/s
dfbbb9cabab3ff5e48baac85379da27d,26214400,1480,1399894783.7283213,214.070173496,119.58695404373252 KB/s
a5774ff5e6c27f34d33f9807a4861964,26214400,1480,1399894783.7204192,252.088435483,101.55166360944145 KB/s
e867ec8853b759ab03d40164a7d4d6d8,26214400,1480,1399894783.88105,277.667173665,92.19671040728025 KB/s
6a722dc774850e5abb66897e98336c35,26214400,1480,1399894783.8603125,294.457941927,86.93941087976013 KB/s
e23423b07d488605b68a08a93167c1c3,26214400,1480,1399894783.8771021,295.728388723,86.56591986499734 KB/s
59138586c9fede945a7e102f8d2783de,26214400,1480,1399894783.8890967,300.407330281,85.21762759934602 KB/s
29a101cc88821da465684bd19273b886,26214400,1480,1399894783.7988963,303.729389337,84.28555450587552 KB/s
9ab105f1ccf4a29a2239ed41f22c0431,26214400,1480,1399894783.885087,308.172581488,83.07033635630833 KB/s
29dcc6eb69f128ddaa35c64c04200a52,26214400,1480,1399894783.8171248,311.656031542,82.14184039159224 KB/s
31df7ffa8deee4c4e792fa6849b09aa6,26214400,1480,1399894783.9403126,314.479367674,81.40438652413545 KB/s
4914e70c0df4b52ba9ab2d2087ab7031,26214400,1480,1399895115.8330638,200.552450661,127.64740553219403 KB/s
3d565fbad31fde6c9e350df66befd455,26214400,1480,1399895116.0490985,276.474260393,92.59451481526835 KB/s
321e38daee0b2ecc9b36738bfce9e3ef,26214400,1480,1399895115.9210813,278.343444245,91.97270684581558 KB/s
9b7d731a6f00b5ab2103caea46e99499,26214400,1480,1399895116.001069,281.040519856,91.09006777071495 KB/s
a930c32e076710cbe996eb6f5060c81b,26214400,1480,1399895116.0521781,284.672668078,89.9278465082065 KB/s
52d06456bf8e3a5318dedec64d61d127,26214400,1480,1399895115.9810736,289.854599378,88.32014415136116 KB/s
8398c5258fe0208a08b57a5675e25d94,26214400,1480,1399895116.1003299,302.549130484,84.61435654779986 KB/s
2aee70e822becec4ee88b1c4a101456e,26214400,1480,1399895116.1371508,305.314778168,83.84789021222403 KB/s
4ad3c52555809c8049eaf6c673a91942,26214400,1480,1399895116.0848532,321.894649354,79.5291256048394 KB/s
8753d60ba3e8a0a561297f17babd6bc8,26214400,1480,1399895116.1210957,322.034274394,79.49464400388361 KB/s
3db3fd6283f941f1eef42949336882b2,26214400,1480,1399895448.0764933,220.402554079,116.15110408758721 KB/s
35b9d7a24386342260d556985c2915c6,26214400,1480,1399895448.113081,254.256391423,100.68576784530038 KB/s
f896073b502bae0ed362c2aa8fb5b37e,26214400,1480,1399895448.237303,288.212463748,88.82336199861047 KB/s
a401def79160441c46034ec253a207bf,26214400,1480,1399895448.269103,293.1111151,87.33889191225693 KB/s
92ddd353b77ae9f953b3ad1acd9b24ab,26214400,1480,1399895448.1683254,294.443408557,86.94370210377527 KB/s
cba9790e26cd75be5f72b90a87451bb1,26214400,1480,1399895448.3008575,295.250194123,86.70612419423219 KB/s
6961c5081ae1577560f7cddcb1b575f8,26214400,1480,1399895448.289056,306.864056722,83.42456354603964 KB/s
a30e58ccd56f931a49eb36cb67fe0db2,26214400,1480,1399895448.3046117,310.735646664,82.38514079358718 KB/s
bef5731d32f34b3842f362d8714f76cc,26214400,1480,1399895448.2290819,312.00944188,82.0487990547602 KB/s
81def5f91e1b0ba2893561193662c39d,26214400,1480,1399895448.3371615,317.310494492,80.67807540051413 KB/s
9b073e65ab89e349739b848ee1947782,26214400,1480,1399895780.2251043,216.905215949,118.02390222842413 KB/s
5f9cde9959cacadb544a8410f5cf5a2d,26214400,1480,1399895780.2450395,252.832443621,101.25282828961153 KB/s
5a80b61e6a83ad66ddcdc337b393afdf,26214400,1480,1399895780.3771815,290.859247838,88.01508011276452 KB/s
0eb3174d17875053c4520adcb8d70a2c,26214400,1480,1399895780.437184,295.676657817,86.58106523865112 KB/s
cf14ad40eac05704062a0e1a146c1318,26214400,1480,1399895780.4520414,295.984268168,86.49108332159565 KB/s
7bf99eb665c6c46a3e0d0a58944c6057,26214400,1480,1399895780.3451064,298.104486188,85.87593003835349 KB/s
8ff4f17b2ac2a7f202849c83d560eb6a,26214400,1480,1399895780.4303875,300.046070955,85.32023071829995 KB/s
887db1a348c8416b80735a0f41784ed2,26214400,1480,1399895780.3931167,301.838033788,84.81369852144115 KB/s
745388dc2780e1885ad2fe4d98601061,26214400,1480,1399895780.4810774,303.040544971,84.47714480730569 KB/s
4814d0037e4a13b73feca53d1bd5aac5,26214400,1480,1399895780.369123,307.339512123,83.29550542708824 KB/s
35172efb01ec8f457638896c39925e4b,26214400,1480,1399896112.573096,256.447264409,99.82559205299742 KB/s
863a228c0daf50a6be521f59a2b694bd,26214400,1480,1399896112.5531085,262.944777334,97.35884568447673 KB/s
14825ec1f80bed274153039b42db81a0,26214400,1480,1399896112.437171,266.129956596,96.19360528759344 KB/s
24579ce300314758b5a0c7eaafc5741d,26214400,1480,1399896112.4130921,269.93151197,94.83887158326726 KB/s
6c758d1a230dcc80b2174148ae1cac45,26214400,1480,1399896112.4496002,276.730405173,92.50880828941068 KB/s
